chi2_stat,chi2_pvalue,mad,ks_distance,freq_digit_1,freq_digit_9,freq_digits_1_2,freq_variance,euclidean_distance,is_fraud
0.11592756828896815,0.9999995509481202,0.03423238186604208,0.09460797731535733,0.20642201834862386,0.07339449541284404,0.44954128440366975,0.0038519848580730104,0.13206290628818237,0
3.6531489341912873,0.8869842936008671,0.17292250008525412,0.7781512503836436,0.0,0.1342281879194631,0.0,0.0179082134549606,0.5677445873780832,1
0.3341344777794464,0.9999715899493138,0.05342361752761152,0.16576429518088942,0.13526570048309178,0.014492753623188406,0.357487922705314,0.006954654717729701,0.23566373737014853,0
0.03946827910877072,0.9999999937797556,0.01244063507163003,0.027142571147591332,0.3023255813953488,0.040697674418604654,0.4767441860465116,0.006433240523739892,0.05314301130971626,0
3.650545211450752,0.8871970451442386,0.17292250008525412,0.7781512503836436,0.0,0.1702127659574468,0.0,0.01645694661010792,0.5588265638169073,1
0.04965581858544196,0.999999984478745,0.01753229839793578,0.05126685948108567,0.2821576763485477,0.012448132780082987,0.49377593360995853,0.006667997290289147,0.06358512317559797,0
0.3939406514726306,0.9999463975461407,0.05992965369794718,0.26594113049605994,0.09937888198757763,0.09316770186335403,0.2111801242236025,0.00025242891387458854,0.24173599568179643,1
1.8081980424327964,0.9863378257317812,0.13379110918399162,0.6020599913279624,0.0,0.1328125,0.0,0.006805796682098766,0.453746950012316,1
1.6055966110010345,0.9908124342678696,0.13379110918399162,0.6020599913279624,0.0,0.15337423312883436,0.0,0.0065359750456417,0.44666786001153835,1
0.2654551883730672,0.999988368863679,0.037169355508907764,0.08804593271494787,0.2887323943661972,0.11267605633802817,0.5211267605633803,0.008792102292069231,0.12945216486550137,1
3.7871171809763324,0.8758015200997822,0.17292250008525412,0.7781512503836436,0.0,0.1484375,0.0,0.01784637827932099,0.568748539595749,1
0.4884123994062724,0.9998780112567291,0.07232538814380252,0.25216149369772095,0.5531914893617021,0.07801418439716312,0.5815602836879433,0.02487019991169682,0.31496479192807153,1
0.33975672052026173,0.9999696968378043,0.051613136850885484,0.12934975117146186,0.43037974683544306,0.0379746835443038,0.5822784810126582,0.015089383032554535,0.20501038600238977,1
0.3705290970053192,0.9999576560453695,0.045031316923541696,0.1957668377692442,0.3333333333333333,0.05263157894736842,0.5263157894736842,0.012721863137375602,0.17315599173248894,1
0.4149446235291753,0.9999345667781906,0.061582501048813874,0.2771212547196624,0.09090909090909091,0.08484848484848485,0.2,0.0004652586470768289,0.2514439151063971,1
1.7416758300749167,0.98793318593148,0.13379110918399162,0.6020599913279624,0.0,0.12745098039215685,0.0,0.006877696612414029,0.4531210016633284,1
0.007326946313070917,0.9999999999925168,0.007809366103780867,0.01378783618942847,0.3090909090909091,0.03636363636363636,0.4909090909090909,0.006570758085909601,0.026153515775889005,0
3.8822295696499114,0.8675896532459941,0.17292250008525412,0.7781512503836436,0.0,0.10666666666666667,0.0,0.01888395061728395,0.5760027225509623,1
0.06949920828717175,0.9999999409089153,0.025799796502975206,0.06374186007076085,0.23728813559322035,0.01694915254237288,0.44067796610169496,0.004587513876032501,0.08977228121031053,0
0.04835494876314044,0.9999999860351666,0.01573013368937423,0.04347489850423958,0.32061068702290074,0.03816793893129771,0.49618320610687017,0.0076285519635751736,0.05869348158517984,0
0.04548281726967238,0.9999999890564045,0.020519506376623933,0.05266398259208577,0.24836601307189543,0.0457516339869281,0.43790849673202614,0.004661075274941737,0.07442744712160633,0
0.5659888358510933,0.9997866713409451,0.07621518101008994,0.2755465809125954,0.5765765765765766,0.10810810810810811,0.6756756756756757,0.02815428040653266,0.32204926964699593,1
1.655645580360105,0.9898121385153285,0.13379110918399165,0.6020599913279624,0.0,0.17682926829268292,0.0,0.007549885796960951,0.4533764325364264,1
3.75177472202541,0.8787960627906114,0.17292250008525414,0.7781512503836436,0.0,0.13636363636363635,0.0,0.01841648811345781,0.571961573792501,1
1.740070247080272,0.987970137856755,0.13379110918399165,0.6020599913279624,0.0,0.16129032258064516,0.0,0.00702072172762426,0.4546812347006388,1
2.009693313441341,0.9807132374854219,0.13379110918399162,0.6020599913279624,0.0,0.1111111111111111,0.0,0.009046695915382784,0.4721596343183868,1
0.002119937619186551,0.9999999999999475,0.0045018934535004055,0.007379202013187536,0.29365079365079366,0.047619047619047616,0.47619047619047616,0.005794910556815319,0.015104840017218204,0
0.01483076933178212,0.9999999998747587,0.009762046485592292,0.023543084669216785,0.2774869109947644,0.06282722513089005,0.45549738219895286,0.005145922399652652,0.036123866887158525,0
3.5180637647544386,0.8977832085319982,0.17292250008525414,0.7781512503836436,0.0,0.2215909090909091,0.0,0.015912757626772783,0.5539669480021429,1
0.05529488737061691,0.9999999761873672,0.02426150586256739,0.07130026593425146,0.22972972972972974,0.04054054054054054,0.44594594594594594,0.004475195916637358,0.0935145145239759,0
1.8437643975844167,0.9854325944150552,0.13379110918399165,0.6020599913279624,0.0,0.1566265060240964,0.0,0.0066378857688675266,0.4543368571486315,1
0.06964787284271588,0.9999999404052277,0.025695258190521448,0.10336655015838642,0.3951219512195122,0.04390243902439024,0.5804878048780489,0.011727293424695766,0.1134762947521653,0
0.036863268076061356,0.9999999952614848,0.01736656388182223,0.031749250626137315,0.3054187192118227,0.029556650246305417,0.458128078817734,0.00659570649944921,0.05960440181344072,0
0.0251129413925002,0.9999999989745902,0.012114101893857787,0.03318591031138196,0.3114754098360656,0.04918032786885246,0.4877049180327869,0.006854655425828051,0.04763011170749385,0
